order_id,product_name,order_date,order_type,payment_method,rating,price,region,preparation_time_minutes,quantity,line_total,employee_id
ORD00130,Tea,2026-05-19 14:43,Online,Card,3,36.61,South,13,2,73.22,EMP005
ORD00338,Wrap,2026-01-10 16:49,Online,Card,1,11.85,Central,20,1,11.85,EMP015
ORD00090,Cake,2026-01-04 18:13,Dine-In,Card,1,24.05,North,14,3,72.15,EMP010
ORD00223,Burger,2026-03-31 19:38,Takeaway,Cash,4,34.64,South,10,3,103.92,EMP021
ORD00212,Wrap,2026-02-08 20:27,Online,E-Wallet,3,20.27,North,42,2,40.54,EMP023
ORD00259,Rice Bowl,15/03/2026 09:30,Dine-In,Card,5,28.09,Central,3,5,140.45,EMP019
ORD00101,Latte,2026-01-24 21:23,Takeaway,Card,1,12.23,East,28,1,12.23,EMP017
ORD00055,Burger,2026-05-31 12:00,Dine-In,Card,1,36.46,North,24,2,72.92,EMP012
ORD00256,Salad,2026-02-18 12:14,Takeaway,Card,3,38.51,Central,13,1,38.51,EMP014
ORD00313,Burger,2026-02-28 22:56,Dine-In,Card,5,39.22,North,39,3,117.66,EMP015
ORD00266,Smoothie,2026-06-22 09:12,Online,E-Wallet,4,5.58,West,8,1,5.58,EMP022
ORD00114,Sandwich,2026-01-01 08:48,Dine-In,Card,5,30.21,East,44,5,151.05,EMP004
ORD00038,Tea,2026-05-23 13:49,Dine-In,Cash,3,32.34,South,21,5,161.7,EMP016
ORD00265,Cake,2026-04-06 13:45,Online,Cash,2,39.67,West,6,3,119.01,EMP003
ORD00136,Pasta,2026-04-27 09:08,Takeaway,Card,5,37.64,South,33,3,112.92,EMP027
ORD00322,Coffee,2026-04-19 19:09,Dine-In,Cash,4,11.98,East,3,3,35.94,EMP023
ORD00254,Tea,2026-06-10 17:22,Dine-In,Cash,2,4.67,South,20,3,14.01,EMP018
ORD00251,,2026-04-17 20:56,Online,E-Wallet,2,32.11,West,19,2,64.22,EMP011
ORD00007,Pasta,2026-03-14 22:42,Dine-In,Cash,5,26.62,North,32,2,53.24,EMP025
ORD00194,Sandwich,2026-05-06 11:38,Online,E-Wallet,1,15.88,East,41,5,79.4,EMP029
ORD00074,Sandwich,2026-03-08 19:47,Online,E-Wallet,5,12.77,West,13,4,51.08,EMP007
ORD00293,Sandwich,2026-02-27 13:18,Online,E-Wallet,5,9.42,North,14,2,18.84,EMP018
ORD00078,Coffee,2026-04-24 22:37,Dine-In,Card,2,17.28,Central,20,1,17.28,EMP020
ORD00343,Latte,2026-01-29 13:02,Online,Cash,1,13.03,Central,33,3,39.09,EMP013
ORD00001,Latte,2026-06-28 19:47,Dine-In,E-Wallet,4,38.93,West,8,2,77.86,EMP015
ORD00194,Pasta,2026-03-28 09:53,Dine-In,E-Wallet,5,15.05,East,24,1,15.05,EMP014
ORD00136,Tea,2026-04-27 20:55,Dine-In,E-Wallet,4,-3,East,41,4,69.32,EMP022
ORD00165,Burger,2026-03-04 16:05,Online,Cash,2,36.06,Central,38,2,72.12,EMP009
ORD00181,Noodles,2026-05-07 19:14,Dine-In,E-Wallet,4,2.99,South,15,4,11.96,EMP030
ORD00280,Noodles,2026-05-26 09:38,Takeaway,E-Wallet,4,22.65,East,15,1,22.65,EMP019
ORD00183,Salad,2026-01-04 20:44,Takeaway,E-Wallet,1,38.22,Central,11,3,114.66,EMP003
ORD00274,Sandwich,2026-06-03 11:48,Takeaway,Card,4,26.58,West,45,1,26.58,EMP028
ORD00329,Sandwich,2026-04-05 20:14,Takeaway,Cash,3,4.69,South,41,2,9.38,EMP024
ORD00051,Rice Bowl,2026-05-12 17:57,Online,E-Wallet,5,13.07,East,6,3,39.21,EMP006
ORD00114,Pasta,2026-02-24 08:02,Online,Cash,5,37.09,Central,32,4,148.36,EMP006
ORD00347,Smoothie,2026-02-10 09:00,Dine-In,E-Wallet,2,36.48,North,11,1,36.48,EMP017
ORD00270,Tea,2026-04-03 17:58,Takeaway,Cash,2,29.09,Central,22,4,116.36,EMP012
ORD00320,Coffee,2026-05-25 08:01,Online,Cash,3,12.36,Central,44,3,37.08,EMP029
ORD00245,Rice Bowl,2026-03-14 18:25,Online,Cash,4,17.1,East,16,4,68.4,EMP027
ORD00318,Latte,2026-03-08 15:45,Takeaway,E-Wallet,2,27.8,Central,13,1,27.8,EMP007
ORD00146,Smoothie,2026-03-19 20:28,Takeaway,E-Wallet,2,24.25,East,37,2,48.5,EMP021
ORD00267,Tea,2026-03-06 21:12,Takeaway,Cash,3,14.67,East,32,1,14.67,EMP010
ORD00320,Fries,2026-04-07 22:14,Online,Cash,1,33.42,East,37,1,33.42,EMP016
ORD00033,Tea,2026-04-19 09:13,Dine-In,Card,2,36.08,North,13,5,180.4,EMP009
ORD00083,Latte,2026-05-25 17:57,Dine-In,Card,3,28.94,East,44,1,28.94,EMP009
ORD00141,Wrap,2026-01-01 17:52,Online,Card,2,8.17,Central,34,3,24.51,EMP019
ORD00247,Burger,2026-01-28 13:20,Online,Card,1,2.98,West,44,3,8.94,EMP013
ORD00159,Cake,2026-06-19 16:40,Dine-In,Card,5,19.79,North,21,1,19.79,EMP025
ORD00274,Latte,2026-05-25 18:29,Dine-In,E-Wallet,1,34.57,South,12,2,69.14,EMP020
ORD00324,Sandwich,2026-02-04 09:40,Online,Card,4,38.53,East,38,5,192.65,EMP026
ORD00148,Pizza,2026-01-19 08:19,Dine-In,Card,5,26.7,North,16,5,133.5,EMP026
ORD00100,Smoothie,2026-05-29 18:04,Dine-In,Cash,2,3.11,North,26,2,6.22,EMP011
ORD00231,Wrap,2026-03-24 17:41,Dine-In,Cash,4,23.21,West,21,2,46.42,EMP006
ORD00222,Fries,2026-06-24 22:22,Takeaway,E-Wallet,5,34.37,South,19,2,68.74,EMP015
ORD00119,Rice Bowl,2026-04-17 09:17,Online,E-Wallet,1,37.29,North,34,5,186.45,EMP026
ORD00288,Burger,2026-03-12 21:18,Takeaway,Cash,4,33.52,South,32,2,67.04,EMP023
ORD00335,Salad,2026-01-05 18:07,Takeaway,Cash,,16.15,North,16,2,32.3,EMP019
ORD00148,Cake,2026-06-03 15:40,Takeaway,E-Wallet,1,26.96,North,17,5,134.8,EMP016
ORD00003,Burger,2026-06-20 13:12,Online,Card,3,31.55,North,21,5,157.75,EMP002
ORD00337,Pasta,2026-03-13 22:35,Online,Cash,1,35.05,East,37,2,70.1,EMP022
ORD00294,Pizza,2026-04-09 18:18,Takeaway,Card,,30.57,West,38,2,61.14,EMP026
ORD00281,Fries,2026-01-26 16:45,Pickup,Cash,5,30.82,West,36,1,30.82,EMP008
ORD00062,Noodles,2026-03-15 20:37,Dine-In,Card,1,23.69,South,9,2,47.38,EMP026
ORD00293,Burger,2026-02-08 11:15,Online,E-Wallet,4,33.39,North,9,2,66.78,EMP014
ORD00243,Sandwich,2026-01-11 08:03,Online,Card,2,17.93,East,13,4,71.72,EMP015
ORD00136,Pizza,2026-03-26 21:40,Dine-In,Cash,4,34.83,South,15,3,104.49,EMP017
ORD00188,Smoothie,2026-01-02 16:37,Online,Card,4,24.92,North,39,1,24.92,EMP015
ORD00108,Salad,2026-06-17 18:18,Online,E-Wallet,3,31.06,South,17,3,93.18,EMP011
ORD00009,Wrap,2026-03-23 18:40,Takeaway,E-Wallet,3,15.28,West,37,2,30.56,EMP021
ORD00322,Rice Bowl,2026-05-04 09:09,Takeaway,Cash,1,19.3,West,30,2,38.6,EMP017
ORD00054,Burger,2026-06-07 22:16,Takeaway,Cash,3,39.62,West,14,4,158.48,EMP005
ORD00293,Wrap,2026-06-22 14:14,Online,Card,4,24.38,Central,25,3,73.14,EMP014
ORD00125,Noodles,2026-03-26 13:27,Takeaway,E-Wallet,4,37.01,Central,21,1,37.01,EMP018
ORD00009,Wrap,2026-05-13 09:01,Online,E-Wallet,5,19.83,East,28,2,39.66,EMP012
ORD00153,Pizza,2026-02-08 20:15,Takeaway,Card,5,24.3,West,40,4,97.2,EMP015
ORD00008,Salad,2026-02-01 09:43,Takeaway,Cash,3,12.33,South,19,3,36.99,EMP026
ORD00015,Burger,2026-06-19 15:41,Dine-In,Cash,5,34.16,North,37,4,136.64,EMP009
ORD00184,Pizza,2026-03-30 19:33,Dine-In,Cash,4,24.88,Central,6,1,24.88,EMP030
ORD00181,Sandwich,2026-06-06 12:51,Takeaway,Card,1,29.96,Central,13,2,59.92,EMP005
ORD00248,Tea,2026-06-05 15:40,Takeaway,Card,3,22.92,East,28,4,91.68,EMP014
ORD00100,Tea,2026-03-06 19:01,Online,Card,5,28.64,South,32,3,85.92,EMP019
ORD00187,Cake,2026-02-21 12:30,Takeaway,Card,2,25.92,Central,11,4,103.68,EMP021
ORD00010,Tea,2026-02-16 17:42,Online,Cash,4,30.9,North,5,4,123.6,EMP025
ORD00275,Pasta,2026-02-13 19:43,Dine-In,E-Wallet,4,19.67,North,24,3,59.01,EMP021
ORD00218,Salad,2026-03-29 18:21,Takeaway,E-Wallet,4,6.76,South,12,2,13.52,EMP001
ORD00056,Latte,2026-06-14 08:05,Takeaway,Cash,2,35.56,West,37,5,177.8,EMP017
ORD00160,Pasta,15/03/2026 09:30,Dine-In,Card,1,25.5,West,19,3,76.5,EMP008
ORD00051,Cake,2026-01-20 10:56,Dine-In,Cash,4,21.68,South,17,5,108.4,EMP023
ORD00308,Rice Bowl,2026-04-25 14:15,Online,E-Wallet,2,5.91,East,12,2,11.82,EMP021
ORD00269,Coffee,2026-04-21 12:24,Takeaway,Card,5,23.24,North,30,1,23.24,EMP029
ORD00214,Burger,2026-06-30 09:02,Takeaway,Cash,2,34.97,Central,13,4,139.88,EMP027
ORD00091,Burger,2026-01-02 14:31,Online,Cash,5,8.87,Central,24,1,8.87,EMP009
ORD00183,Pasta,2026-01-05 08:30,Dine-In,Card,1,25.04,North,23,4,100.16,EMP011
ORD00160,Tea,2026-01-11 19:58,Dine-In,Card,5,13.78,East,15,5,68.9,EMP025
ORD00273,Sandwich,2026-01-24 21:08,Dine-In,E-Wallet,,34.38,North,3,2,68.76,EMP009
ORD00234,Tea,2026-03-08 11:26,Online,Cash,4,36.02,South,22,4,144.08,EMP024
ORD00148,Sandwich,2026-02-24 17:50,Online,Cash,3,20.76,North,34,1,20.76,EMP025
ORD00205,Latte,2026-02-22 08:12,Dine-In,Card,4,18.68,East,5,5,93.4,EMP027
ORD00116,Sandwich,2026-04-12 13:09,Takeaway,Card,4,6.87,North,38,4,27.48,EMP003
ORD00328,Pasta,2026-05-11 15:03,Dine-In,Cash,5,36.27,Unknown,39,2,72.54,EMP012
ORD00089,Tea,2026-03-08 13:20,Takeaway,Cash,2,9.88,Central,12,1,9.88,EMP015
ORD00058,Rice Bowl,2026-03-03 12:33,Online,Card,1,11.29,South,10,4,45.16,EMP017
ORD00293,Wrap,2026-01-21 18:32,Dine-In,E-Wallet,1,16.41,Central,14,1,16.41,EMP015
ORD00322,Wrap,2026-01-09 22:11,Online,E-Wallet,4,7.46,South,17,3,22.38,EMP021
ORD00007,Latte,2026-01-10 14:54,Dine-In,Cash,2,18.08,North,6,1,18.08,EMP018
ORD00100,Latte,2026-05-06 12:04,Online,E-Wallet,5,32.92,West,28,5,164.6,EMP026
ORD00073,Wrap,2026-03-21 10:25,Takeaway,Card,2,25.75,South,36,5,128.75,EMP005
ORD00091,Latte,15/03/2026 09:30,Takeaway,E-Wallet,2,23.94,West,21,4,95.76,EMP009
ORD00168,Pasta,2026-06-28 15:19,Takeaway,E-Wallet,1,31.54,East,21,1,31.54,EMP028
ORD00218,Pasta,2026-05-10 20:40,Takeaway,E-Wallet,2,12.04,North,33,2,24.08,EMP007
ORD00007,Wrap,2026-04-19 22:16,Takeaway,Cash,2,37.28,East,16,1,37.28,EMP008
ORD00023,Fries,2026-01-27 22:16,Dine-In,Cash,1,30.24,East,17,3,90.72,EMP030
ORD00052,Fries,2026-02-11 22:17,Dine-In,Cash,4,6.03,North,5,1,6.03,EMP022
ORD00230,Salad,2026-02-19 19:47,Online,E-Wallet,1,2.72,West,19,1,2.72,EMP014
ORD00344,Latte,2026-03-20 12:24,Dine-In,E-Wallet,5,22.53,South,25,4,90.12,EMP023
ORD00236,Rice Bowl,2026-02-09 21:41,Takeaway,Cash,3,29.24,Central,11,4,116.96,EMP004
ORD00331,Pasta,2026-05-03 19:57,Dine-In,Cash,5,15.11,East,35,1,15.11,EMP013
ORD00150,Fries,2026-06-12 15:29,Takeaway,Card,3,22.41,North,17,4,89.64,EMP012
ORD00007,Noodles,2026-05-16 09:37,Online,Cash,2,36.09,Central,11,5,180.45,EMP003
ORD00225,Noodles,2026-05-16 14:05,Takeaway,Cash,1,11.07,West,19,1,11.07,EMP007
ORD00211,Burger,2026-06-22 15:49,Takeaway,Cash,4,11.88,Central,44,2,23.76,EMP024
ORD00055,Tea,2026-06-24 17:32,Dine-In,Cash,1,28.27,South,39,4,113.08,EMP028
ORD00248,Latte,2026-04-25 11:02,Online,E-Wallet,2,23.6,Central,8,1,23.6,EMP005
ORD00171,Wrap,2026-05-11 08:44,Takeaway,Card,5,22.28,Central,3,2,44.56,EMP004
ORD00203,Fries,2026-03-17 10:42,Online,E-Wallet,5,19.35,Central,20,3,58.05,EMP006
ORD00176,Salad,2026-04-01 08:03,Online,Cash,1,19.69,North,19,1,19.69,EMP016
ORD00072,Cake,2026-06-23 11:03,Online,Card,5,22.47,East,32,3,67.41,EMP011
ORD00339,Tea,2026-04-04 15:31,Online,Card,1,8.24,North,3,1,8.24,EMP003
ORD00119,Latte,2026-05-02 13:29,Takeaway,Cash,5,32.14,East,18,2,64.28,EMP015
ORD00037,Salad,2026-06-29 15:24,Dine-In,E-Wallet,3,34.8,South,38,2,69.6,EMP007
ORD00046,Fries,2026-06-28 18:11,Takeaway,E-Wallet,4,14.46,South,44,4,57.84,EMP008
ORD00143,Cake,2026-01-14 20:56,Dine-In,Card,5,19.95,North,23,5,99.75,EMP003
ORD00101,Wrap,2026-06-19 13:47,Dine-In,E-Wallet,2,37.43,South,11,1,37.43,EMP013
ORD00027,Rice Bowl,2026-04-19 10:05,Takeaway,Cash,1,19.86,East,21,4,79.44,EMP008
ORD00196,Pasta,2026-05-08 18:13,Takeaway,Cash,4,10.45,South,18,5,52.25,EMP003
ORD00056,Burger,2026-06-25 15:14,Online,E-Wallet,3,6.18,Central,42,3,18.54,EMP027
ORD00293,Fries,2026-04-23 20:22,Takeaway,Cash,3,18.23,West,34,3,54.69,EMP013
ORD00183,Tea,2026-03-26 11:10,Takeaway,Cash,4,35.53,North,16,5,177.65,EMP024
ORD00136,Cake,2026-01-17 08:01,Dine-In,E-Wallet,3,38.9,East,36,2,77.8,EMP016
ORD00333,Noodles,2026-02-20 08:09,Dine-In,Card,2,13.91,Central,37,2,27.82,EMP026
ORD00306,Salad,2026-04-02 17:46,Dine-In,Cash,4,37.81,West,4,4,151.24,EMP014
ORD00093,Sandwich,2026-03-01 19:41,Online,E-Wallet,1,27.87,Central,6,1,27.87,EMP012
ORD00058,Fries,2026-01-08 08:14,Dine-In,Cash,4,26.9,South,7,5,134.5,EMP010
ORD00071,Wrap,2026-04-15 10:14,Dine-In,Cash,2,10.07,North,23,2,20.14,EMP002
ORD00285,Cake,2026-05-12 19:08,Dine-In,Cash,5,12.44,South,35,2,24.88,EMP008
ORD00247,Tea,2026-06-13 17:31,Takeaway,Card,3,26.01,South,27,4,104.04,EMP027
ORD00142,Pizza,2026-05-03 09:25,Dine-In,E-Wallet,5,15.88,East,34,4,63.52,EMP010
ORD00137,Cake,2026-02-02 19:45,Takeaway,Card,2,39.71,North,19,1,39.71,EMP006
ORD00006,Tea,2026-01-01 11:21,Online,Card,4,32.52,North,42,5,162.6,EMP006
ORD00232,Coffee,2026-01-26 18:36,Takeaway,E-Wallet,2,2.63,Central,17,4,10.52,EMP028
ORD00278,Fries,2026-03-24 21:11,Online,E-Wallet,2,36.01,West,7,3,108.03,EMP015
ORD00336,Latte,2026-04-28 22:31,Dine-In,Card,5,26.28,West,9,2,52.56,EMP011
ORD00222,Pasta,2026-02-21 13:16,Dine-In,Card,4,35.74,Central,23,2,71.48,EMP009
ORD00225,Cake,2026-03-09 19:37,Takeaway,E-Wallet,3,27.02,Central,31,2,54.04,EMP007
ORD00084,Coffee,15/03/2026 09:30,Takeaway,Card,4,29.99,West,26,1,29.99,EMP025
ORD00167,Salad,2026-06-17 12:50,Online,E-Wallet,5,16.27,North,43,5,81.35,EMP024
ORD00063,Pasta,2026-04-28 13:17,Takeaway,Cash,4,7.96,Central,40,4,31.84,EMP021
ORD00328,Pizza,2026-06-11 09:43,Dine-In,E-Wallet,5,14.52,Central,6,5,72.6,EMP006
ORD00166,Cake,2026-02-18 20:35,Online,Card,4,9.31,West,38,2,18.62,EMP007
ORD00344,Sandwich,2026-06-18 19:18,Dine-In,Card,5,17.84,Unknown,18,2,35.68,EMP014
ORD00153,Noodles,2026-06-29 13:10,Dine-In,Card,5,17.63,Central,41,1,17.63,EMP022
ORD00310,,2026-01-18 09:36,Takeaway,Cash,4,6.43,Unknown,15,4,25.72,EMP026
ORD00297,Pasta,2026-03-25 16:10,Dine-In,Cash,3,33.41,West,41,4,133.64,EMP007
ORD00350,Latte,2026-01-03 09:54,Dine-In,Cash,2,22.3,South,25,2,44.6,EMP017
ORD00326,Pizza,2026-03-04 09:24,Takeaway,Cash,4,39.64,Central,4,1,39.64,EMP009
ORD00208,Pasta,2026-01-13 22:40,Online,Cash,2,14.87,East,13,5,74.35,EMP023
ORD00310,Cake,2026-06-30 08:49,Takeaway,Card,1,4.56,Central,44,3,13.68,EMP016
ORD00096,Latte,2026-05-27 22:44,Takeaway,Card,4,35.54,South,37,1,35.54,EMP007
ORD00048,Sandwich,2026-06-11 11:29,Online,E-Wallet,4,5.35,West,29,1,5.35,EMP004
ORD00332,Noodles,2026-02-26 09:06,Takeaway,Card,3,-3,North,3,2,17.64,EMP015
ORD00346,Coffee,2026-02-05 18:48,Online,Cash,5,5.69,East,8,5,28.45,EMP001
ORD00147,Wrap,2026-06-16 12:08,Takeaway,E-Wallet,2,39.61,East,17,1,39.61,EMP030
ORD00349,Rice Bowl,2026-04-22 16:09,Takeaway,E-Wallet,1,14.21,Central,11,1,14.21,EMP003
ORD00075,Smoothie,2026-02-21 08:41,Online,Cash,2,22.7,North,30,5,113.5,EMP015
ORD00313,Smoothie,2026-03-16 12:14,Takeaway,Card,1,19.29,Central,10,2,38.58,EMP015
ORD00018,Wrap,2026-02-01 20:31,Takeaway,Card,2,10.34,North,31,4,41.36,EMP026
ORD00042,Fries,2026-02-19 22:55,Online,E-Wallet,3,6.39,Central,22,1,6.39,EMP015
ORD00311,Wrap,2026-06-18 10:55,Online,Card,2,-3,South,32,3,43.8,EMP008
ORD00079,Sandwich,2026-02-12 11:29,Takeaway,Cash,1,9.08,West,37,4,36.32,EMP029
ORD00106,Tea,2026-01-16 22:13,Dine-In,Card,5,4.28,North,7,3,12.84,EMP015
ORD00073,Rice Bowl,2026-03-24 12:00,Online,Card,3,15.46,Central,32,4,61.84,EMP010
ORD00250,Salad,15/03/2026 09:30,Takeaway,Card,2,30.07,North,19,1,30.07,EMP022
ORD00089,Pizza,2026-04-22 11:09,Takeaway,Cash,4,11.04,East,44,1,11.04,EMP027
ORD00082,Noodles,2026-05-30 09:05,Dine-In,Cash,4,7.69,West,11,3,23.07,EMP027
ORD00248,Fries,2026-03-05 09:15,Dine-In,E-Wallet,2,22.66,North,44,5,113.3,EMP017
ORD00304,Latte,2026-06-20 19:41,Takeaway,Cash,1,12.6,East,25,2,25.2,EMP030
ORD00272,Fries,2026-02-22 15:59,Takeaway,Cash,3,27.43,West,35,1,27.43,EMP006
ORD00290,Coffee,2026-01-02 18:23,Takeaway,Cash,5,9.25,North,35,4,37.0,EMP008
ORD00224,Smoothie,2026-03-21 11:40,Dine-In,Card,3,31.82,Central,33,2,63.64,EMP018
ORD00337,Noodles,2026-04-30 09:33,Dine-In,E-Wallet,1,24.21,South,3,2,48.42,EMP016
ORD00264,Wrap,2026-01-15 08:51,Takeaway,Card,5,-3,Central,14,1,14.95,EMP002
ORD00234,Sandwich,2026-01-26 21:55,Online,E-Wallet,4,17.27,East,3,3,51.81,EMP008
ORD00002,Sandwich,2026-02-25 21:02,Takeaway,Cash,1,10.0,West,25,5,50.0,EMP008
ORD00162,Cake,2026-06-29 16:52,Online,Cash,1,23.48,North,11,4,93.92,EMP027
ORD00140,Salad,2026-02-16 20:44,Takeaway,E-Wallet,2,30.66,West,16,2,61.32,EMP018
ORD00168,Latte,2026-03-11 16:24,Dine-In,Cash,1,21.08,East,15,2,42.16,EMP026
ORD00284,Salad,2026-01-12 13:09,Takeaway,E-Wallet,5,35.74,Central,16,3,107.22,EMP026
ORD00051,Cake,2026-05-16 15:34,Online,Cash,1,17.58,South,40,1,17.58,EMP023
ORD00105,Cake,2026-04-17 18:49,Dine-In,Card,1,27.44,North,7,4,109.76,EMP016
ORD00129,Burger,2026-03-21 10:15,Dine-In,Cash,4,4.62,West,43,3,13.86,EMP006
ORD00145,Salad,2026-05-15 21:24,Online,Card,2,16.71,South,39,5,83.55,EMP023
ORD00308,Coffee,2026-06-22 11:48,Online,E-Wallet,4,36.99,West,10,5,184.95,EMP011
ORD00159,Latte,2026-03-01 14:08,Takeaway,E-Wallet,4,6.26,South,42,5,31.3,EMP017
ORD00162,Noodles,2026-02-07 13:42,Online,Card,5,9.55,East,5,3,28.65,EMP012
ORD00097,Smoothie,2026-05-19 11:35,Online,E-Wallet,5,3.09,South,35,2,6.18,EMP023
ORD00082,Cake,2026-04-24 11:30,Dine-In,E-Wallet,4,31.79,South,44,3,95.37,EMP011
ORD00254,Rice Bowl,2026-03-17 09:43,Dine-In,Card,5,38.04,West,28,5,190.2,EMP020
ORD00011,Sandwich,2026-02-23 11:55,Online,Card,4,28.04,Central,8,5,140.2,EMP013
ORD00003,Wrap,2026-04-07 11:01,Dine-In,Card,1,32.73,West,34,2,65.46,EMP018
